state,county_fips,precinct,candidate,votes
Minnesota,27053,MINNEAPOLIS W-2 P-11|1456,Hillary Clinton,1030
Minnesota,27053,MINNEAPOLIS W-2 P-11|1456,Others,107
Minnesota,27053,MINNEAPOLIS W-3 P-01|1460,Donald Trump,748
Minnesota,27053,MINNEAPOLIS W-3 P-01|1460,Hillary Clinton,2272
Minnesota,27053,MINNEAPOLIS W-3 P-01|1460,Others,352
Minnesota,27053,MINNEAPOLIS W-3 P-02|1465,Donald Trump,295
Minnesota,27053,MINNEAPOLIS W-3 P-02|1465,Hillary Clinton,1987
Minnesota,27053,MINNEAPOLIS W-3 P-02|1465,Others,261
Minnesota,27053,MINNEAPOLIS W-3 P-03|1470,Donald Trump,263
Minnesota,27053,MINNEAPOLIS W-3 P-03|1470,Hillary Clinton,2143
Minnesota,27053,MINNEAPOLIS W-3 P-03|1470,Others,231
Minnesota,27053,MINNEAPOLIS W-3 P-04|1475,Donald Trump,115
Minnesota,27053,MINNEAPOLIS W-3 P-04|1475,Hillary Clinton,792
Minnesota,27053,MINNEAPOLIS W-3 P-04|1475,Others,103
Minnesota,27053,MINNEAPOLIS W-3 P-05|1480,Donald Trump,228
Minnesota,27053,MINNEAPOLIS W-3 P-05|1480,Hillary Clinton,1121
Minnesota,27053,MINNEAPOLIS W-3 P-05|1480,Others,139
Minnesota,27053,MINNEAPOLIS W-3 P-06|1485,Donald Trump,306
Minnesota,27053,MINNEAPOLIS W-3 P-06|1485,Hillary Clinton,2106
Minnesota,27053,MINNEAPOLIS W-3 P-06|1485,Others,262
Minnesota,27053,MINNEAPOLIS W-3 P-07|1490,Donald Trump,348
Minnesota,27053,MINNEAPOLIS W-3 P-07|1490,Hillary Clinton,1624
Minnesota,27053,MINNEAPOLIS W-3 P-07|1490,Others,203
Minnesota,27053,MINNEAPOLIS W-3 P-08|1495,Donald Trump,278
Minnesota,27053,MINNEAPOLIS W-3 P-08|1495,Hillary Clinton,1089
Minnesota,27053,MINNEAPOLIS W-3 P-08|1495,Others,112
Minnesota,27053,MINNEAPOLIS W-3 P-09|1500,Donald Trump,288
Minnesota,27053,MINNEAPOLIS W-3 P-09|1500,Hillary Clinton,1518
Minnesota,27053,MINNEAPOLIS W-3 P-09|1500,Others,174
Minnesota,27053,MINNEAPOLIS W-3 P-10|1501,Donald Trump,137
Minnesota,27053,MINNEAPOLIS W-3 P-10|1501,Hillary Clinton,643
Minnesota,27053,MINNEAPOLIS W-3 P-10|1501,Others,104
Minnesota,27053,MINNEAPOLIS W-3 P-11|1502,Donald Trump,217
Minnesota,27053,MINNEAPOLIS W-3 P-11|1502,Hillary Clinton,1045
Minnesota,27053,MINNEAPOLIS W-3 P-11|1502,Others,115
Minnesota,27053,MINNEAPOLIS W-3 P-12|1503,Donald Trump,158
Minnesota,27053,MINNEAPOLIS W-3 P-12|1503,Hillary Clinton,561
Minnesota,27053,MINNEAPOLIS W-3 P-12|1503,Others,51
Minnesota,27053,MINNEAPOLIS W-4 P-01|1505,Donald Trump,260
Minnesota,27053,MINNEAPOLIS W-4 P-01|1505,Hillary Clinton,1047
Minnesota,27053,MINNEAPOLIS W-4 P-01|1505,Others,123
Minnesota,27053,MINNEAPOLIS W-4 P-02|1510,Donald Trump,344
Minnesota,27053,MINNEAPOLIS W-4 P-02|1510,Hillary Clinton,1562
Minnesota,27053,MINNEAPOLIS W-4 P-02|1510,Others,152
Minnesota,27053,MINNEAPOLIS W-4 P-03|1515,Donald Trump,123
Minnesota,27053,MINNEAPOLIS W-4 P-03|1515,Hillary Clinton,886
Minnesota,27053,MINNEAPOLIS W-4 P-03|1515,Others,87
Minnesota,27053,MINNEAPOLIS W-4 P-04|1520,Donald Trump,368
Minnesota,27053,MINNEAPOLIS W-4 P-04|1520,Hillary Clinton,1541
Minnesota,27053,MINNEAPOLIS W-4 P-04|1520,Others,208
Minnesota,27053,MINNEAPOLIS W-4 P-05|1525,Donald Trump,208
Minnesota,27053,MINNEAPOLIS W-4 P-05|1525,Hillary Clinton,1642
Minnesota,27053,MINNEAPOLIS W-4 P-05|1525,Others,171
Minnesota,27053,MINNEAPOLIS W-4 P-06|1530,Donald Trump,184
Minnesota,27053,MINNEAPOLIS W-4 P-06|1530,Hillary Clinton,1220
Minnesota,27053,MINNEAPOLIS W-4 P-06|1530,Others,118
Minnesota,27053,MINNEAPOLIS W-4 P-07|1535,Donald Trump,259
Minnesota,27053,MINNEAPOLIS W-4 P-07|1535,Hillary Clinton,1101
Minnesota,27053,MINNEAPOLIS W-4 P-07|1535,Others,157
Minnesota,27053,MINNEAPOLIS W-4 P-08|1540,Donald Trump,224
Minnesota,27053,MINNEAPOLIS W-4 P-08|1540,Hillary Clinton,1397
Minnesota,27053,MINNEAPOLIS W-4 P-08|1540,Others,165
Minnesota,27053,MINNEAPOLIS W-5 P-01|1555,Donald Trump,126
Minnesota,27053,MINNEAPOLIS W-5 P-01|1555,Hillary Clinton,1428
Minnesota,27053,MINNEAPOLIS W-5 P-01|1555,Others,129
Minnesota,27053,MINNEAPOLIS W-5 P-02|1560,Donald Trump,139
Minnesota,27053,MINNEAPOLIS W-5 P-02|1560,Hillary Clinton,1259
Minnesota,27053,MINNEAPOLIS W-5 P-02|1560,Others,94
Minnesota,27053,MINNEAPOLIS W-5 P-03|1565,Donald Trump,51
Minnesota,27053,MINNEAPOLIS W-5 P-03|1565,Hillary Clinton,999
Minnesota,27053,MINNEAPOLIS W-5 P-03|1565,Others,77
Minnesota,27053,MINNEAPOLIS W-5 P-04|1570,Donald Trump,73
Minnesota,27053,MINNEAPOLIS W-5 P-04|1570,Hillary Clinton,960
Minnesota,27053,MINNEAPOLIS W-5 P-04|1570,Others,82
Minnesota,27053,MINNEAPOLIS W-5 P-05|1575,Donald Trump,73
Minnesota,27053,MINNEAPOLIS W-5 P-05|1575,Hillary Clinton,985
Minnesota,27053,MINNEAPOLIS W-5 P-05|1575,Others,63
Minnesota,27053,MINNEAPOLIS W-5 P-06C|1580,Donald Trump,47
Minnesota,27053,MINNEAPOLIS W-5 P-06C|1580,Hillary Clinton,416
Minnesota,27053,MINNEAPOLIS W-5 P-06C|1580,Others,46
Minnesota,27053,MINNEAPOLIS W-5 P-07|1585,Donald Trump,89
Minnesota,27053,MINNEAPOLIS W-5 P-07|1585,Hillary Clinton,1275
Minnesota,27053,MINNEAPOLIS W-5 P-07|1585,Others,76
Minnesota,27053,MINNEAPOLIS W-5 P-08|1590,Donald Trump,138
Minnesota,27053,MINNEAPOLIS W-5 P-08|1590,Hillary Clinton,1242
Minnesota,27053,MINNEAPOLIS W-5 P-08|1590,Others,101
Minnesota,27053,MINNEAPOLIS W-5 P-09|1595,Donald Trump,97
Minnesota,27053,MINNEAPOLIS W-5 P-09|1595,Hillary Clinton,1044
Minnesota,27053,MINNEAPOLIS W-5 P-09|1595,Others,108
Minnesota,27053,MINNEAPOLIS W-6 P-01|1605,Donald Trump,38
Minnesota,27053,MINNEAPOLIS W-6 P-01|1605,Hillary Clinton,647
Minnesota,27053,MINNEAPOLIS W-6 P-01|1605,Others,63
Minnesota,27053,MINNEAPOLIS W-6 P-02|1610,Donald Trump,80
Minnesota,27053,MINNEAPOLIS W-6 P-02|1610,Hillary Clinton,1718
Minnesota,27053,MINNEAPOLIS W-6 P-02|1610,Others,95
Minnesota,27053,MINNEAPOLIS W-6 P-03|1615,Donald Trump,77
Minnesota,27053,MINNEAPOLIS W-6 P-03|1615,Hillary Clinton,2000
Minnesota,27053,MINNEAPOLIS W-6 P-03|1615,Others,67
Minnesota,27053,MINNEAPOLIS W-6 P-04|1620,Donald Trump,436
Minnesota,27053,MINNEAPOLIS W-6 P-04|1620,Hillary Clinton,1253
Minnesota,27053,MINNEAPOLIS W-6 P-04|1620,Others,248
Minnesota,27053,MINNEAPOLIS W-6 P-05|1625,Donald Trump,83
Minnesota,27053,MINNEAPOLIS W-6 P-05|1625,Hillary Clinton,861
Minnesota,27053,MINNEAPOLIS W-6 P-05|1625,Others,60
Minnesota,27053,MINNEAPOLIS W-6 P-06|1630,Donald Trump,101
Minnesota,27053,MINNEAPOLIS W-6 P-06|1630,Hillary Clinton,818
Minnesota,27053,MINNEAPOLIS W-6 P-06|1630,Others,128
Minnesota,27053,MINNEAPOLIS W-6 P-07|1635,Donald Trump,55
Minnesota,27053,MINNEAPOLIS W-6 P-07|1635,Hillary Clinton,549
Minnesota,27053,MINNEAPOLIS W-6 P-07|1635,Others,19
Minnesota,27053,MINNEAPOLIS W-6 P-08|1640,Donald Trump,79
Minnesota,27053,MINNEAPOLIS W-6 P-08|1640,Hillary Clinton,850
Minnesota,27053,MINNEAPOLIS W-6 P-08|1640,Others,66
Minnesota,27053,MINNEAPOLIS W-6 P-09|1642,Donald Trump,126
Minnesota,27053,MINNEAPOLIS W-6 P-09|1642,Hillary Clinton,1354
Minnesota,27053,MINNEAPOLIS W-6 P-09|1642,Others,159
Minnesota,27053,MINNEAPOLIS W-7 P-01C|1645,Donald Trump,59
Minnesota,27053,MINNEAPOLIS W-7 P-01C|1645,Hillary Clinton,846
Minnesota,27053,MINNEAPOLIS W-7 P-01C|1645,Others,66
Minnesota,27053,MINNEAPOLIS W-7 P-02D|1650,Donald Trump,136
Minnesota,27053,MINNEAPOLIS W-7 P-02D|1650,Hillary Clinton,1230
Minnesota,27053,MINNEAPOLIS W-7 P-02D|1650,Others,85
Minnesota,27053,MINNEAPOLIS W-7 P-03|1655,Donald Trump,199
Minnesota,27053,MINNEAPOLIS W-7 P-03|1655,Hillary Clinton,1992
Minnesota,27053,MINNEAPOLIS W-7 P-03|1655,Others,164
Minnesota,27053,MINNEAPOLIS W-7 P-04D|1660,Donald Trump,326
Minnesota,27053,MINNEAPOLIS W-7 P-04D|1660,Hillary Clinton,1675
Minnesota,27053,MINNEAPOLIS W-7 P-04D|1660,Others,151
Minnesota,27053,MINNEAPOLIS W-7 P-05|1665,Donald Trump,236
Minnesota,27053,MINNEAPOLIS W-7 P-05|1665,Hillary Clinton,1676
Minnesota,27053,MINNEAPOLIS W-7 P-05|1665,Others,159
Minnesota,27053,MINNEAPOLIS W-7 P-06|1670,Donald Trump,423
Minnesota,27053,MINNEAPOLIS W-7 P-06|1670,Hillary Clinton,1792
Minnesota,27053,MINNEAPOLIS W-7 P-06|1670,Others,246
Minnesota,27053,MINNEAPOLIS W-7 P-07|1675,Donald Trump,126
Minnesota,27053,MINNEAPOLIS W-7 P-07|1675,Hillary Clinton,863
Minnesota,27053,MINNEAPOLIS W-7 P-07|1675,Others,54
Minnesota,27053,MINNEAPOLIS W-7 P-08|1680,Donald Trump,471
Minnesota,27053,MINNEAPOLIS W-7 P-08|1680,Hillary Clinton,2552
Minnesota,27053,MINNEAPOLIS W-7 P-08|1680,Others,254
Minnesota,27053,MINNEAPOLIS W-7 P-09|1685,Donald Trump,209
Minnesota,27053,MINNEAPOLIS W-7 P-09|1685,Hillary Clinton,1914
Minnesota,27053,MINNEAPOLIS W-7 P-09|1685,Others,159
Minnesota,27053,MINNEAPOLIS W-7 P-10|1690,Donald Trump,55
Minnesota,27053,MINNEAPOLIS W-7 P-10|1690,Hillary Clinton,538
Minnesota,27053,MINNEAPOLIS W-7 P-10|1690,Others,58
Minnesota,27053,MINNEAPOLIS W-8 P-01|1700,Donald Trump,90
Minnesota,27053,MINNEAPOLIS W-8 P-01|1700,Hillary Clinton,991
Minnesota,27053,MINNEAPOLIS W-8 P-01|1700,Others,62
Minnesota,27053,MINNEAPOLIS W-8 P-02|1705,Donald Trump,168
Minnesota,27053,MINNEAPOLIS W-8 P-02|1705,Hillary Clinton,2052
Minnesota,27053,MINNEAPOLIS W-8 P-02|1705,Others,225
Minnesota,27053,MINNEAPOLIS W-8 P-03|1710,Donald Trump,70
Minnesota,27053,MINNEAPOLIS W-8 P-03|1710,Hillary Clinton,1128
Minnesota,27053,MINNEAPOLIS W-8 P-03|1710,Others,117
Minnesota,27053,MINNEAPOLIS W-8 P-04|1715,Donald Trump,96
Minnesota,27053,MINNEAPOLIS W-8 P-04|1715,Hillary Clinton,1191
Minnesota,27053,MINNEAPOLIS W-8 P-04|1715,Others,119
Minnesota,27053,MINNEAPOLIS W-8 P-05|1720,Donald Trump,172
Minnesota,27053,MINNEAPOLIS W-8 P-05|1720,Hillary Clinton,1937
Minnesota,27053,MINNEAPOLIS W-8 P-05|1720,Others,178
Minnesota,27053,MINNEAPOLIS W-8 P-06|1725,Donald Trump,160
Minnesota,27053,MINNEAPOLIS W-8 P-06|1725,Hillary Clinton,1935
Minnesota,27053,MINNEAPOLIS W-8 P-06|1725,Others,152
Minnesota,27053,MINNEAPOLIS W-8 P-07|1730,Donald Trump,204
Minnesota,27053,MINNEAPOLIS W-8 P-07|1730,Hillary Clinton,2351
Minnesota,27053,MINNEAPOLIS W-8 P-07|1730,Others,182
Minnesota,27053,MINNEAPOLIS W-8 P-08|1735,Donald Trump,239
Minnesota,27053,MINNEAPOLIS W-8 P-08|1735,Hillary Clinton,2111
Minnesota,27053,MINNEAPOLIS W-8 P-08|1735,Others,197
Minnesota,27053,MINNEAPOLIS W-9 P-01|1750,Donald Trump,55
Minnesota,27053,MINNEAPOLIS W-9 P-01|1750,Hillary Clinton,924
Minnesota,27053,MINNEAPOLIS W-9 P-01|1750,Others,100
Minnesota,27053,MINNEAPOLIS W-9 P-02|1755,Donald Trump,101
Minnesota,27053,MINNEAPOLIS W-9 P-02|1755,Hillary Clinton,1922
Minnesota,27053,MINNEAPOLIS W-9 P-02|1755,Others,248
Minnesota,27053,MINNEAPOLIS W-9 P-03|1760,Donald Trump,110
Minnesota,27053,MINNEAPOLIS W-9 P-03|1760,Hillary Clinton,1236
Minnesota,27053,MINNEAPOLIS W-9 P-03|1760,Others,208
Minnesota,27053,MINNEAPOLIS W-9 P-04|1765,Donald Trump,76
Minnesota,27053,MINNEAPOLIS W-9 P-04|1765,Hillary Clinton,849
Minnesota,27053,MINNEAPOLIS W-9 P-04|1765,Others,96
Minnesota,27053,MINNEAPOLIS W-9 P-05|1770,Donald Trump,34
Minnesota,27053,MINNEAPOLIS W-9 P-05|1770,Hillary Clinton,435
Minnesota,27053,MINNEAPOLIS W-9 P-05|1770,Others,49
Minnesota,27053,MINNEAPOLIS W-9 P-06|1775,Donald Trump,220
Minnesota,27053,MINNEAPOLIS W-9 P-06|1775,Hillary Clinton,1603
Minnesota,27053,MINNEAPOLIS W-9 P-06|1775,Others,194
Minnesota,27053,MINNEAPOLIS W-9 P-07|1780,Donald Trump,68
Minnesota,27053,MINNEAPOLIS W-9 P-07|1780,Hillary Clinton,920
Minnesota,27053,MINNEAPOLIS W-9 P-07|1780,Others,114
Minnesota,27053,MINNEAPOLIS W-9 P-08|1785,Donald Trump,15
Minnesota,27053,MINNEAPOLIS W-9 P-08|1785,Hillary Clinton,155
Minnesota,27053,MINNEAPOLIS W-9 P-08|1785,Others,13
Minnesota,27053,MINNEAPOLIS W-9 P-09|1790,Donald Trump,55
Minnesota,27053,MINNEAPOLIS W-9 P-09|1790,Hillary Clinton,803
Minnesota,27053,MINNEAPOLIS W-9 P-09|1790,Others,91
Minnesota,27053,MINNETONKA BEACH P-01|2230,Donald Trump,181
Minnesota,27053,MINNETONKA BEACH P-01|2230,Hillary Clinton,148
Minnesota,27053,MINNETONKA BEACH P-01|2230,Others,31
Minnesota,27053,MINNETONKA W-1 P-A|2090,Donald Trump,509
Minnesota,27053,MINNETONKA W-1 P-A|2090,Hillary Clinton,902
Minnesota,27053,MINNETONKA W-1 P-A|2090,Others,152
Minnesota,27053,MINNETONKA W-1 P-B|2095,Donald Trump,408
Minnesota,27053,MINNETONKA W-1 P-B|2095,Hillary Clinton,709
Minnesota,27053,MINNETONKA W-1 P-B|2095,Others,116
Minnesota,27053,MINNETONKA W-1 P-C|2100,Donald Trump,435
Minnesota,27053,MINNETONKA W-1 P-C|2100,Hillary Clinton,841
Minnesota,27053,MINNETONKA W-1 P-C|2100,Others,118
Minnesota,27053,MINNETONKA W-1 P-D|2105,Donald Trump,649
Minnesota,27053,MINNETONKA W-1 P-D|2105,Hillary Clinton,1106
Minnesota,27053,MINNETONKA W-1 P-D|2105,Others,168
Minnesota,27053,MINNETONKA W-1 P-E|2110,Donald Trump,398
Minnesota,27053,MINNETONKA W-1 P-E|2110,Hillary Clinton,591
Minnesota,27053,MINNETONKA W-1 P-E|2110,Others,103
Minnesota,27053,MINNETONKA W-1 P-F|2115,Donald Trump,420
Minnesota,27053,MINNETONKA W-1 P-F|2115,Hillary Clinton,827
Minnesota,27053,MINNETONKA W-1 P-F|2115,Others,134
Minnesota,27053,MINNETONKA W-2 P-A|2120,Donald Trump,365
Minnesota,27053,MINNETONKA W-2 P-A|2120,Hillary Clinton,687
Minnesota,27053,MINNETONKA W-2 P-A|2120,Others,103
Minnesota,27053,MINNETONKA W-2 P-B|2125,Donald Trump,501
Minnesota,27053,MINNETONKA W-2 P-B|2125,Hillary Clinton,1129
Minnesota,27053,MINNETONKA W-2 P-B|2125,Others,143
Minnesota,27053,MINNETONKA W-2 P-C|2130,Donald Trump,612
Minnesota,27053,MINNETONKA W-2 P-C|2130,Hillary Clinton,1143
Minnesota,27053,MINNETONKA W-2 P-C|2130,Others,162
Minnesota,27053,MINNETONKA W-2 P-D|2135,Donald Trump,521
Minnesota,27053,MINNETONKA W-2 P-D|2135,Hillary Clinton,1215
Minnesota,27053,MINNETONKA W-2 P-D|2135,Others,158
Minnesota,27053,MINNETONKA W-2 P-E|2140,Donald Trump,437
Minnesota,27053,MINNETONKA W-2 P-E|2140,Hillary Clinton,921
Minnesota,27053,MINNETONKA W-2 P-E|2140,Others,151
Minnesota,27053,MINNETONKA W-3 P-A|2145,Donald Trump,382
Minnesota,27053,MINNETONKA W-3 P-A|2145,Hillary Clinton,727
Minnesota,27053,MINNETONKA W-3 P-A|2145,Others,102
Minnesota,27053,MINNETONKA W-3 P-B|2150,Donald Trump,522
Minnesota,27053,MINNETONKA W-3 P-B|2150,Hillary Clinton,652
Minnesota,27053,MINNETONKA W-3 P-B|2150,Others,95
Minnesota,27053,MINNETONKA W-3 P-C|2155,Donald Trump,515
Minnesota,27053,MINNETONKA W-3 P-C|2155,Hillary Clinton,829
Minnesota,27053,MINNETONKA W-3 P-C|2155,Others,118
Minnesota,27053,MINNETONKA W-3 P-D|2160,Donald Trump,680
Minnesota,27053,MINNETONKA W-3 P-D|2160,Hillary Clinton,826
Minnesota,27053,MINNETONKA W-3 P-D|2160,Others,125
Minnesota,27053,MINNETONKA W-3 P-E|2165,Donald Trump,391
Minnesota,27053,MINNETONKA W-3 P-E|2165,Hillary Clinton,739
Minnesota,27053,MINNETONKA W-3 P-E|2165,Others,87
Minnesota,27053,MINNETONKA W-3 P-F|2170,Donald Trump,744
Minnesota,27053,MINNETONKA W-3 P-F|2170,Hillary Clinton,1098
Minnesota,27053,MINNETONKA W-3 P-F|2170,Others,192
Minnesota,27053,MINNETONKA W-4 P-A|2185,Donald Trump,383
Minnesota,27053,MINNETONKA W-4 P-A|2185,Hillary Clinton,570
Minnesota,27053,MINNETONKA W-4 P-A|2185,Others,98
Minnesota,27053,MINNETONKA W-4 P-B|2190,Donald Trump,510
Minnesota,27053,MINNETONKA W-4 P-B|2190,Hillary Clinton,626
Minnesota,27053,MINNETONKA W-4 P-B|2190,Others,94
Minnesota,27053,MINNETONKA W-4 P-C|2195,Donald Trump,585
Minnesota,27053,MINNETONKA W-4 P-C|2195,Hillary Clinton,817
Minnesota,27053,MINNETONKA W-4 P-C|2195,Others,121
Minnesota,27053,MINNETONKA W-4 P-D|2200,Donald Trump,535
Minnesota,27053,MINNETONKA W-4 P-D|2200,Hillary Clinton,923
Minnesota,27053,MINNETONKA W-4 P-D|2200,Others,150
Minnesota,27053,MINNETONKA W-4 P-E|2205,Donald Trump,378
Minnesota,27053,MINNETONKA W-4 P-E|2205,Hillary Clinton,804
Minnesota,27053,MINNETONKA W-4 P-E|2205,Others,148
Minnesota,27053,MINNETONKA W-4 P-F|2210,Donald Trump,498
Minnesota,27053,MINNETONKA W-4 P-F|2210,Hillary Clinton,851
Minnesota,27053,MINNETONKA W-4 P-F|2210,Others,119
Minnesota,27053,MINNETRISTA P-1A|2240,Donald Trump,798
Minnesota,27053,MINNETRISTA P-1A|2240,Hillary Clinton,551
Minnesota,27053,MINNETRISTA P-1A|2240,Others,111
Minnesota,27053,MINNETRISTA P-2A|2245,Donald Trump,265
Minnesota,27053,MINNETRISTA P-2A|2245,Hillary Clinton,163
Minnesota,27053,MINNETRISTA P-2A|2245,Others,42
Minnesota,27053,MINNETRISTA P-3A|2247,Donald Trump,629
Minnesota,27053,MINNETRISTA P-3A|2247,Hillary Clinton,363
Minnesota,27053,MINNETRISTA P-3A|2247,Others,89
Minnesota,27053,MINNETRISTA P-4A|2248,Donald Trump,735
Minnesota,27053,MINNETRISTA P-4A|2248,Hillary Clinton,496
Minnesota,27053,MINNETRISTA P-4A|2248,Others,118
Minnesota,27053,MOUND P-1|2250,Donald Trump,733
Minnesota,27053,MOUND P-1|2250,Hillary Clinton,533
Minnesota,27053,MOUND P-1|2250,Others,127
Minnesota,27053,MOUND P-2|2255,Donald Trump,702
Minnesota,27053,MOUND P-2|2255,Hillary Clinton,555
Minnesota,27053,MOUND P-2|2255,Others,137
Minnesota,27053,MOUND P-3|2260,Donald Trump,725
Minnesota,27053,MOUND P-3|2260,Hillary Clinton,543
Minnesota,27053,MOUND P-3|2260,Others,161
Minnesota,27053,MOUND P-4|2265,Donald Trump,643
Minnesota,27053,MOUND P-4|2265,Hillary Clinton,633
Minnesota,27053,MOUND P-4|2265,Others,138
Minnesota,27053,NEW HOPE P-01|2290,Donald Trump,288
Minnesota,27053,NEW HOPE P-01|2290,Hillary Clinton,626
Minnesota,27053,NEW HOPE P-01|2290,Others,81
Minnesota,27053,NEW HOPE P-02|2295,Donald Trump,473
Minnesota,27053,NEW HOPE P-02|2295,Hillary Clinton,1017
Minnesota,27053,NEW HOPE P-02|2295,Others,140
Minnesota,27053,NEW HOPE P-03|2300,Donald Trump,560
Minnesota,27053,NEW HOPE P-03|2300,Hillary Clinton,896
Minnesota,27053,NEW HOPE P-03|2300,Others,165
Minnesota,27053,NEW HOPE P-04|2310,Donald Trump,559
Minnesota,27053,NEW HOPE P-04|2310,Hillary Clinton,885
Minnesota,27053,NEW HOPE P-04|2310,Others,141
Minnesota,27053,NEW HOPE P-05|2315,Donald Trump,297
Minnesota,27053,NEW HOPE P-05|2315,Hillary Clinton,684
Minnesota,27053,NEW HOPE P-05|2315,Others,100
Minnesota,27053,NEW HOPE P-06|2320,Donald Trump,195
Minnesota,27053,NEW HOPE P-06|2320,Hillary Clinton,385
Minnesota,27053,NEW HOPE P-06|2320,Others,33
Minnesota,27053,NEW HOPE P-07|2330,Donald Trump,712
Minnesota,27053,NEW HOPE P-07|2330,Hillary Clinton,1142
Minnesota,27053,NEW HOPE P-07|2330,Others,189
Minnesota,27053,NEW HOPE P-08|2335,Donald Trump,416
Minnesota,27053,NEW HOPE P-08|2335,Hillary Clinton,907
Minnesota,27053,NEW HOPE P-08|2335,Others,123
Minnesota,27053,ORONO P-01|2355,Donald Trump,725
Minnesota,27053,ORONO P-01|2355,Hillary Clinton,653
Minnesota,27053,ORONO P-01|2355,Others,138
Minnesota,27053,ORONO P-02|2360,Donald Trump,381
Minnesota,27053,ORONO P-02|2360,Hillary Clinton,278
Minnesota,27053,ORONO P-02|2360,Others,57
Minnesota,27053,ORONO P-3A|2365,Donald Trump,623
Minnesota,27053,ORONO P-3A|2365,Hillary Clinton,477
Minnesota,27053,ORONO P-3A|2365,Others,95
Minnesota,27053,ORONO P-4A|2370,Donald Trump,823
Minnesota,27053,ORONO P-4A|2370,Hillary Clinton,754
Minnesota,27053,ORONO P-4A|2370,Others,193
Minnesota,27053,OSSEO P-01|2385,Donald Trump,659
Minnesota,27053,OSSEO P-01|2385,Hillary Clinton,645
Minnesota,27053,OSSEO P-01|2385,Others,151
Minnesota,27053,PLYMOUTH W-1 P-01|2400,Donald Trump,629
Minnesota,27053,PLYMOUTH W-1 P-01|2400,Hillary Clinton,989
Minnesota,27053,PLYMOUTH W-1 P-01|2400,Others,127
Minnesota,27053,PLYMOUTH W-1 P-02|2405,Donald Trump,1369
Minnesota,27053,PLYMOUTH W-1 P-02|2405,Hillary Clinton,1752
Minnesota,27053,PLYMOUTH W-1 P-02|2405,Others,287
Minnesota,27053,PLYMOUTH W-1 P-03|2410,Donald Trump,563
Minnesota,27053,PLYMOUTH W-1 P-03|2410,Hillary Clinton,653
Minnesota,27053,PLYMOUTH W-1 P-03|2410,Others,123
Minnesota,27053,PLYMOUTH W-1 P-04|2415,Donald Trump,714
Minnesota,27053,PLYMOUTH W-1 P-04|2415,Hillary Clinton,1046
Minnesota,27053,PLYMOUTH W-1 P-04|2415,Others,170
Minnesota,27053,PLYMOUTH W-1 P-05|2420,Donald Trump,814
Minnesota,27053,PLYMOUTH W-1 P-05|2420,Hillary Clinton,1024
Minnesota,27053,PLYMOUTH W-1 P-05|2420,Others,151
Minnesota,27053,PLYMOUTH W-1 P-06|2425,Donald Trump,469
Minnesota,27053,PLYMOUTH W-1 P-06|2425,Hillary Clinton,673
Minnesota,27053,PLYMOUTH W-1 P-06|2425,Others,103
Minnesota,27053,PLYMOUTH W-2 P-07|2430,Donald Trump,1163
Minnesota,27053,PLYMOUTH W-2 P-07|2430,Hillary Clinton,1477
Minnesota,27053,PLYMOUTH W-2 P-07|2430,Others,278
Minnesota,27053,PLYMOUTH W-2 P-08|2435,Donald Trump,560
Minnesota,27053,PLYMOUTH W-2 P-08|2435,Hillary Clinton,864
Minnesota,27053,PLYMOUTH W-2 P-08|2435,Others,146
Minnesota,27053,PLYMOUTH W-2 P-09|2440,Donald Trump,850
Minnesota,27053,PLYMOUTH W-2 P-09|2440,Hillary Clinton,1456
Minnesota,27053,PLYMOUTH W-2 P-09|2440,Others,205
Minnesota,27053,PLYMOUTH W-2 P-10|2445,Donald Trump,558
Minnesota,27053,PLYMOUTH W-2 P-10|2445,Hillary Clinton,689
Minnesota,27053,PLYMOUTH W-2 P-10|2445,Others,115
Minnesota,27053,PLYMOUTH W-2 P-11|2450,Donald Trump,622
Minnesota,27053,PLYMOUTH W-2 P-11|2450,Hillary Clinton,734
Minnesota,27053,PLYMOUTH W-2 P-11|2450,Others,113
Minnesota,27053,PLYMOUTH W-2 P-12|2455,Donald Trump,657
Minnesota,27053,PLYMOUTH W-2 P-12|2455,Hillary Clinton,644
Minnesota,27053,PLYMOUTH W-2 P-12|2455,Others,132
Minnesota,27053,PLYMOUTH W-3 P-13|2460,Donald Trump,771
Minnesota,27053,PLYMOUTH W-3 P-13|2460,Hillary Clinton,1198
Minnesota,27053,PLYMOUTH W-3 P-13|2460,Others,189
Minnesota,27053,PLYMOUTH W-3 P-14|2465,Donald Trump,1035
Minnesota,27053,PLYMOUTH W-3 P-14|2465,Hillary Clinton,1739
Minnesota,27053,PLYMOUTH W-3 P-14|2465,Others,292
Minnesota,27053,PLYMOUTH W-3 P-15|2470,Donald Trump,604
Minnesota,27053,PLYMOUTH W-3 P-15|2470,Hillary Clinton,877
Minnesota,27053,PLYMOUTH W-3 P-15|2470,Others,178
Minnesota,27053,PLYMOUTH W-3 P-16|2475,Donald Trump,840
Minnesota,27053,PLYMOUTH W-3 P-16|2475,Hillary Clinton,1301
Minnesota,27053,PLYMOUTH W-3 P-16|2475,Others,193
Minnesota,27053,PLYMOUTH W-3 P-17|2480,Donald Trump,418
Minnesota,27053,PLYMOUTH W-3 P-17|2480,Hillary Clinton,732
Minnesota,27053,PLYMOUTH W-3 P-17|2480,Others,122
