state,county_fips,precinct,candidate,votes
Minnesota,27111,PERHAM|360,Others,126
Minnesota,27111,PINE LAKE TWP|370,Donald Trump,299
Minnesota,27111,PINE LAKE TWP|370,Hillary Clinton,99
Minnesota,27111,PINE LAKE TWP|370,Others,28
Minnesota,27111,RICHVILLE|375,Donald Trump,28
Minnesota,27111,RICHVILLE|375,Hillary Clinton,10
Minnesota,27111,RICHVILLE|375,Others,3
Minnesota,27111,ROTHSAY|380,Donald Trump,54
Minnesota,27111,ROTHSAY|380,Hillary Clinton,38
Minnesota,27111,ROTHSAY|380,Others,7
Minnesota,27111,RUSH LAKE TWP|385,Donald Trump,439
Minnesota,27111,RUSH LAKE TWP|385,Hillary Clinton,151
Minnesota,27111,RUSH LAKE TWP|385,Others,39
Minnesota,27111,SCAMBLER TWP|395,Donald Trump,185
Minnesota,27111,SCAMBLER TWP|395,Hillary Clinton,106
Minnesota,27111,SCAMBLER TWP|395,Others,16
Minnesota,27111,ST OLAF TWP|390,Donald Trump,151
Minnesota,27111,ST OLAF TWP|390,Hillary Clinton,64
Minnesota,27111,ST OLAF TWP|390,Others,13
Minnesota,27111,STAR LAKE TWP|400,Donald Trump,181
Minnesota,27111,STAR LAKE TWP|400,Hillary Clinton,85
Minnesota,27111,STAR LAKE TWP|400,Others,12
Minnesota,27111,SVERDRUP TWP|405,Donald Trump,247
Minnesota,27111,SVERDRUP TWP|405,Hillary Clinton,125
Minnesota,27111,SVERDRUP TWP|405,Others,17
Minnesota,27111,TORDENSKJOLD TWP|410,Donald Trump,201
Minnesota,27111,TORDENSKJOLD TWP|410,Hillary Clinton,103
Minnesota,27111,TORDENSKJOLD TWP|410,Others,19
Minnesota,27111,TRONDHJEM TWP|415,Donald Trump,73
Minnesota,27111,TRONDHJEM TWP|415,Hillary Clinton,29
Minnesota,27111,TRONDHJEM TWP|415,Others,14
Minnesota,27111,TUMULI TWP|420,Donald Trump,180
Minnesota,27111,TUMULI TWP|420,Hillary Clinton,80
Minnesota,27111,TUMULI TWP|420,Others,14
Minnesota,27111,UNDERWOOD|425,Donald Trump,111
Minnesota,27111,UNDERWOOD|425,Hillary Clinton,74
Minnesota,27111,UNDERWOOD|425,Others,12
Minnesota,27111,URBANK|430,Donald Trump,16
Minnesota,27111,URBANK|430,Hillary Clinton,2
Minnesota,27111,URBANK|430,Others,2
Minnesota,27111,VERGAS|435,Donald Trump,135
Minnesota,27111,VERGAS|435,Hillary Clinton,57
Minnesota,27111,VERGAS|435,Others,11
Minnesota,27111,VINING|440,Donald Trump,18
Minnesota,27111,VINING|440,Hillary Clinton,18
Minnesota,27111,VINING|440,Others,4
Minnesota,27111,WADENA P-4|445,Donald Trump,53
Minnesota,27111,WADENA P-4|445,Hillary Clinton,12
Minnesota,27111,WADENA P-4|445,Others,3
Minnesota,27111,WESTERN TWP|450,Donald Trump,57
Minnesota,27111,WESTERN TWP|450,Hillary Clinton,10
Minnesota,27111,WESTERN TWP|450,Others,0
Minnesota,27111,WOODSIDE TWP|455,Donald Trump,101
Minnesota,27111,WOODSIDE TWP|455,Hillary Clinton,25
Minnesota,27111,WOODSIDE TWP|455,Others,11
Minnesota,27113,BLACK RIVER TWP|5,Donald Trump,23
Minnesota,27113,BLACK RIVER TWP|5,Hillary Clinton,11
Minnesota,27113,BLACK RIVER TWP|5,Others,1
Minnesota,27113,BRAY TWP|10,Donald Trump,23
Minnesota,27113,BRAY TWP|10,Hillary Clinton,9
Minnesota,27113,BRAY TWP|10,Others,2
Minnesota,27113,CLOVERLEAF TWP|15,Donald Trump,43
Minnesota,27113,CLOVERLEAF TWP|15,Hillary Clinton,9
Minnesota,27113,CLOVERLEAF TWP|15,Others,2
Minnesota,27113,DEER PARK TWP|20,Donald Trump,42
Minnesota,27113,DEER PARK TWP|20,Hillary Clinton,26
Minnesota,27113,DEER PARK TWP|20,Others,8
Minnesota,27113,GOODRIDGE TWP|30,Donald Trump,30
Minnesota,27113,GOODRIDGE TWP|30,Hillary Clinton,7
Minnesota,27113,GOODRIDGE TWP|30,Others,1
Minnesota,27113,GOODRIDGE|25,Donald Trump,30
Minnesota,27113,GOODRIDGE|25,Hillary Clinton,17
Minnesota,27113,GOODRIDGE|25,Others,4
Minnesota,27113,HICKORY TWP|35,Donald Trump,28
Minnesota,27113,HICKORY TWP|35,Hillary Clinton,20
Minnesota,27113,HICKORY TWP|35,Others,1
Minnesota,27113,HIGHLANDING TWP|40,Donald Trump,41
Minnesota,27113,HIGHLANDING TWP|40,Hillary Clinton,49
Minnesota,27113,HIGHLANDING TWP|40,Others,4
Minnesota,27113,KRATKA TWP|45,Donald Trump,52
Minnesota,27113,KRATKA TWP|45,Hillary Clinton,20
Minnesota,27113,KRATKA TWP|45,Others,6
Minnesota,27113,MAYFIELD TWP|50,Donald Trump,20
Minnesota,27113,MAYFIELD TWP|50,Hillary Clinton,10
Minnesota,27113,MAYFIELD TWP|50,Others,3
Minnesota,27113,NORDEN TWP|55,Donald Trump,169
Minnesota,27113,NORDEN TWP|55,Hillary Clinton,43
Minnesota,27113,NORDEN TWP|55,Others,18
Minnesota,27113,NORTH TWP|60,Donald Trump,215
Minnesota,27113,NORTH TWP|60,Hillary Clinton,115
Minnesota,27113,NORTH TWP|60,Others,37
Minnesota,27113,NUMEDAL TWP|65,Donald Trump,38
Minnesota,27113,NUMEDAL TWP|65,Hillary Clinton,5
Minnesota,27113,NUMEDAL TWP|65,Others,3
Minnesota,27113,POLK CENTRE TWP|70,Donald Trump,19
Minnesota,27113,POLK CENTRE TWP|70,Hillary Clinton,11
Minnesota,27113,POLK CENTRE TWP|70,Others,1
Minnesota,27113,REINER TWP|75,Donald Trump,24
Minnesota,27113,REINER TWP|75,Hillary Clinton,27
Minnesota,27113,REINER TWP|75,Others,3
Minnesota,27113,RIVER FALLS TWP|80,Donald Trump,80
Minnesota,27113,RIVER FALLS TWP|80,Hillary Clinton,18
Minnesota,27113,RIVER FALLS TWP|80,Others,10
Minnesota,27113,ROCKSBURY TWP EAST|85,Donald Trump,183
Minnesota,27113,ROCKSBURY TWP EAST|85,Hillary Clinton,102
Minnesota,27113,ROCKSBURY TWP EAST|85,Others,25
Minnesota,27113,ROCKSBURY TWP WEST|90,Donald Trump,197
Minnesota,27113,ROCKSBURY TWP WEST|90,Hillary Clinton,79
Minnesota,27113,ROCKSBURY TWP WEST|90,Others,21
Minnesota,27113,SANDERS TWP|100,Donald Trump,120
Minnesota,27113,SANDERS TWP|100,Hillary Clinton,32
Minnesota,27113,SANDERS TWP|100,Others,15
Minnesota,27113,SILVERTON TWP|105,Donald Trump,71
Minnesota,27113,SILVERTON TWP|105,Hillary Clinton,26
Minnesota,27113,SILVERTON TWP|105,Others,9
Minnesota,27113,SMILEY TWP|110,Donald Trump,219
Minnesota,27113,SMILEY TWP|110,Hillary Clinton,82
Minnesota,27113,SMILEY TWP|110,Others,25
Minnesota,27113,ST HILAIRE|95,Donald Trump,75
Minnesota,27113,ST HILAIRE|95,Hillary Clinton,39
Minnesota,27113,ST HILAIRE|95,Others,15
Minnesota,27113,STAR TWP|115,Donald Trump,40
Minnesota,27113,STAR TWP|115,Hillary Clinton,23
Minnesota,27113,STAR TWP|115,Others,2
Minnesota,27113,THIEF RIVER FALLS (1A)|120,Donald Trump,158
Minnesota,27113,THIEF RIVER FALLS (1A)|120,Hillary Clinton,110
Minnesota,27113,THIEF RIVER FALLS (1A)|120,Others,22
Minnesota,27113,THIEF RIVER FALLS (1B)|125,Donald Trump,247
Minnesota,27113,THIEF RIVER FALLS (1B)|125,Hillary Clinton,122
Minnesota,27113,THIEF RIVER FALLS (1B)|125,Others,39
Minnesota,27113,THIEF RIVER FALLS (2)|135,Donald Trump,399
Minnesota,27113,THIEF RIVER FALLS (2)|135,Hillary Clinton,231
Minnesota,27113,THIEF RIVER FALLS (2)|135,Others,88
Minnesota,27113,THIEF RIVER FALLS (3A)|150,Donald Trump,214
Minnesota,27113,THIEF RIVER FALLS (3A)|150,Hillary Clinton,161
Minnesota,27113,THIEF RIVER FALLS (3A)|150,Others,29
Minnesota,27113,THIEF RIVER FALLS (3B)|155,Donald Trump,219
Minnesota,27113,THIEF RIVER FALLS (3B)|155,Hillary Clinton,135
Minnesota,27113,THIEF RIVER FALLS (3B)|155,Others,35
Minnesota,27113,THIEF RIVER FALLS (4)|165,Donald Trump,408
Minnesota,27113,THIEF RIVER FALLS (4)|165,Hillary Clinton,236
Minnesota,27113,THIEF RIVER FALLS (4)|165,Others,58
Minnesota,27113,THIEF RIVER FALLS (5)|180,Donald Trump,549
Minnesota,27113,THIEF RIVER FALLS (5)|180,Hillary Clinton,356
Minnesota,27113,THIEF RIVER FALLS (5)|180,Others,80
Minnesota,27113,WYANDOTTE TWP|195,Donald Trump,24
Minnesota,27113,WYANDOTTE TWP|195,Hillary Clinton,16
Minnesota,27113,WYANDOTTE TWP|195,Others,1
Minnesota,27115,ARLONE TWP.|5,Donald Trump,130
Minnesota,27115,ARLONE TWP.|5,Hillary Clinton,58
Minnesota,27115,ARLONE TWP.|5,Others,10
Minnesota,27115,ARNA TWP.|10,Donald Trump,44
Minnesota,27115,ARNA TWP.|10,Hillary Clinton,13
Minnesota,27115,ARNA TWP.|10,Others,4
Minnesota,27115,ASKOV|15,Donald Trump,80
Minnesota,27115,ASKOV|15,Hillary Clinton,74
Minnesota,27115,ASKOV|15,Others,6
Minnesota,27115,BARRY TWP.|20,Donald Trump,168
Minnesota,27115,BARRY TWP.|20,Hillary Clinton,80
Minnesota,27115,BARRY TWP.|20,Others,13
Minnesota,27115,BIRCH CREEK TWP.|25,Donald Trump,61
Minnesota,27115,BIRCH CREEK TWP.|25,Hillary Clinton,52
Minnesota,27115,BIRCH CREEK TWP.|25,Others,8
Minnesota,27115,BREMEN TWP.|30,Donald Trump,77
Minnesota,27115,BREMEN TWP.|30,Hillary Clinton,53
Minnesota,27115,BREMEN TWP.|30,Others,5
Minnesota,27115,BROOK PARK TWP.|40,Donald Trump,142
Minnesota,27115,BROOK PARK TWP.|40,Hillary Clinton,61
Minnesota,27115,BROOK PARK TWP.|40,Others,11
Minnesota,27115,BROOK PARK|35,Donald Trump,19
Minnesota,27115,BROOK PARK|35,Hillary Clinton,18
Minnesota,27115,BROOK PARK|35,Others,4
Minnesota,27115,BRUNO TWP.|50,Donald Trump,39
Minnesota,27115,BRUNO TWP.|50,Hillary Clinton,32
Minnesota,27115,BRUNO TWP.|50,Others,12
Minnesota,27115,BRUNO|45,Donald Trump,21
Minnesota,27115,BRUNO|45,Hillary Clinton,17
Minnesota,27115,BRUNO|45,Others,4
Minnesota,27115,CHENGWATANA TWP.|55,Donald Trump,321
Minnesota,27115,CHENGWATANA TWP.|55,Hillary Clinton,162
Minnesota,27115,CHENGWATANA TWP.|55,Others,36
Minnesota,27115,CLOVER TWP.|60,Donald Trump,131
Minnesota,27115,CLOVER TWP.|60,Hillary Clinton,53
Minnesota,27115,CLOVER TWP.|60,Others,19
Minnesota,27115,CROSBY TWP.|65,Donald Trump,28
Minnesota,27115,CROSBY TWP.|65,Hillary Clinton,20
Minnesota,27115,CROSBY TWP.|65,Others,1
Minnesota,27115,DANFORTH TWP.|70,Donald Trump,40
Minnesota,27115,DANFORTH TWP.|70,Hillary Clinton,5
Minnesota,27115,DANFORTH TWP.|70,Others,2
Minnesota,27115,DELL GROVE TWP.|75,Donald Trump,258
Minnesota,27115,DELL GROVE TWP.|75,Hillary Clinton,110
Minnesota,27115,DELL GROVE TWP.|75,Others,33
Minnesota,27115,DENHAM|80,Donald Trump,10
Minnesota,27115,DENHAM|80,Hillary Clinton,2
Minnesota,27115,DENHAM|80,Others,3
Minnesota,27115,FINLAYSON TWP.|90,Donald Trump,147
Minnesota,27115,FINLAYSON TWP.|90,Hillary Clinton,54
Minnesota,27115,FINLAYSON TWP.|90,Others,18
Minnesota,27115,FINLAYSON|85,Donald Trump,98
Minnesota,27115,FINLAYSON|85,Hillary Clinton,31
Minnesota,27115,FINLAYSON|85,Others,15
Minnesota,27115,FLEMING TWP.|95,Donald Trump,33
Minnesota,27115,FLEMING TWP.|95,Hillary Clinton,21
Minnesota,27115,FLEMING TWP.|95,Others,4
Minnesota,27115,HENRIETTE|100,Donald Trump,13
Minnesota,27115,HENRIETTE|100,Hillary Clinton,15
Minnesota,27115,HENRIETTE|100,Others,3
Minnesota,27115,HINCKLEY TWP.|110,Donald Trump,273
Minnesota,27115,HINCKLEY TWP.|110,Hillary Clinton,113
Minnesota,27115,HINCKLEY TWP.|110,Others,17
Minnesota,27115,HINCKLEY|105,Donald Trump,327
Minnesota,27115,HINCKLEY|105,Hillary Clinton,233
Minnesota,27115,HINCKLEY|105,Others,77
Minnesota,27115,KERRICK TWP.|120,Donald Trump,75
Minnesota,27115,KERRICK TWP.|120,Hillary Clinton,56
Minnesota,27115,KERRICK TWP.|120,Others,21
Minnesota,27115,KERRICK|115,Donald Trump,9
Minnesota,27115,KERRICK|115,Hillary Clinton,6
Minnesota,27115,KERRICK|115,Others,7
Minnesota,27115,KETTLE RIVER TWP.|125,Donald Trump,160
Minnesota,27115,KETTLE RIVER TWP.|125,Hillary Clinton,108
Minnesota,27115,KETTLE RIVER TWP.|125,Others,20
Minnesota,27115,MISSION CREEK TWP.|135,Donald Trump,196
Minnesota,27115,MISSION CREEK TWP.|135,Hillary Clinton,73
Minnesota,27115,MISSION CREEK TWP.|135,Others,23
Minnesota,27115,MUNCH TWP.|140,Donald Trump,104
Minnesota,27115,MUNCH TWP.|140,Hillary Clinton,41
Minnesota,27115,MUNCH TWP.|140,Others,7
Minnesota,27115,NEW DOSEY TWP.|145,Donald Trump,20
Minnesota,27115,NEW DOSEY TWP.|145,Hillary Clinton,10
Minnesota,27115,NEW DOSEY TWP.|145,Others,1
Minnesota,27115,NICKERSON TWP.|150,Donald Trump,48
Minnesota,27115,NICKERSON TWP.|150,Hillary Clinton,26
Minnesota,27115,NICKERSON TWP.|150,Others,7
Minnesota,27115,NORMAN TWP.|155,Donald Trump,84
Minnesota,27115,NORMAN TWP.|155,Hillary Clinton,68
Minnesota,27115,NORMAN TWP.|155,Others,8
Minnesota,27115,OGEMA TWP.|160,Donald Trump,53
Minnesota,27115,OGEMA TWP.|160,Hillary Clinton,68
Minnesota,27115,OGEMA TWP.|160,Others,10
Minnesota,27115,PARK TWP.|165,Donald Trump,10
Minnesota,27115,PARK TWP.|165,Hillary Clinton,8
Minnesota,27115,PARK TWP.|165,Others,1
Minnesota,27115,PARTRIDGE TWP.|170,Donald Trump,237
Minnesota,27115,PARTRIDGE TWP.|170,Hillary Clinton,89
Minnesota,27115,PARTRIDGE TWP.|170,Others,22
Minnesota,27115,PINE CITY TWP.|185,Donald Trump,473
Minnesota,27115,PINE CITY TWP.|185,Hillary Clinton,227
Minnesota,27115,PINE CITY TWP.|185,Others,61
Minnesota,27115,PINE CITY|175,Donald Trump,756
Minnesota,27115,PINE CITY|175,Hillary Clinton,509
Minnesota,27115,PINE CITY|175,Others,132
Minnesota,27115,PINE LAKE TWP.|190,Donald Trump,216
Minnesota,27115,PINE LAKE TWP.|190,Hillary Clinton,86
Minnesota,27115,PINE LAKE TWP.|190,Others,20
Minnesota,27115,POKEGAMA TWP.|195,Donald Trump,919
Minnesota,27115,POKEGAMA TWP.|195,Hillary Clinton,527
Minnesota,27115,POKEGAMA TWP.|195,Others,108
Minnesota,27115,ROCK CREEK|200,Donald Trump,557
Minnesota,27115,ROCK CREEK|200,Hillary Clinton,236
Minnesota,27115,ROCK CREEK|200,Others,65
Minnesota,27115,ROYALTON TWP.|205,Donald Trump,448
Minnesota,27115,ROYALTON TWP.|205,Hillary Clinton,152
Minnesota,27115,ROYALTON TWP.|205,Others,32
Minnesota,27115,RUTLEDGE|207,Donald Trump,54
Minnesota,27115,RUTLEDGE|207,Hillary Clinton,31
Minnesota,27115,RUTLEDGE|207,Others,4
Minnesota,27115,SANDSTONE TWP.|215,Donald Trump,276
Minnesota,27115,SANDSTONE TWP.|215,Hillary Clinton,92
Minnesota,27115,SANDSTONE TWP.|215,Others,22
Minnesota,27115,SANDSTONE|210,Donald Trump,281
Minnesota,27115,SANDSTONE|210,Hillary Clinton,224
Minnesota,27115,SANDSTONE|210,Others,47
Minnesota,27115,STURGEON LAKE P-1|221,Donald Trump,103
Minnesota,27115,STURGEON LAKE P-1|221,Hillary Clinton,63
Minnesota,27115,STURGEON LAKE P-1|221,Others,27
Minnesota,27115,STURGEON LAKE P-2|223,Donald Trump,0
Minnesota,27115,STURGEON LAKE P-2|223,Hillary Clinton,3
Minnesota,27115,STURGEON LAKE P-2|223,Others,0
Minnesota,27115,STURGEON LAKE TWP.|225,Donald Trump,98
Minnesota,27115,STURGEON LAKE TWP.|225,Hillary Clinton,63
Minnesota,27115,STURGEON LAKE TWP.|225,Others,12
Minnesota,27115,WILLOW RIVER|230,Donald Trump,81
Minnesota,27115,WILLOW RIVER|230,Hillary Clinton,83
Minnesota,27115,WILLOW RIVER|230,Others,11
Minnesota,27115,WILMA TWP.|235,Donald Trump,38
Minnesota,27115,WILMA TWP.|235,Hillary Clinton,15
Minnesota,27115,WILMA TWP.|235,Others,2
Minnesota,27115,WINDEMERE TWP.|240,Donald Trump,435
Minnesota,27115,WINDEMERE TWP.|240,Hillary Clinton,439
Minnesota,27115,WINDEMERE TWP.|240,Others,65
Minnesota,27117,AETNA TWP.|5,Donald Trump,89
Minnesota,27117,AETNA TWP.|5,Hillary Clinton,24
Minnesota,27117,AETNA TWP.|5,Others,7
Minnesota,27117,ALTONA TWP.|10,Donald Trump,53
Minnesota,27117,ALTONA TWP.|10,Hillary Clinton,15
Minnesota,27117,ALTONA TWP.|10,Others,7
Minnesota,27117,BURKE TWP.|15,Donald Trump,119
Minnesota,27117,BURKE TWP.|15,Hillary Clinton,8
Minnesota,27117,BURKE TWP.|15,Others,9
Minnesota,27117,EDEN TWP.|20,Donald Trump,112
Minnesota,27117,EDEN TWP.|20,Hillary Clinton,30
Minnesota,27117,EDEN TWP.|20,Others,9
Minnesota,27117,EDGERTON|25,Donald Trump,574
Minnesota,27117,EDGERTON|25,Hillary Clinton,102
Minnesota,27117,EDGERTON|25,Others,32
Minnesota,27117,ELMER TWP.|30,Donald Trump,110
Minnesota,27117,ELMER TWP.|30,Hillary Clinton,9
Minnesota,27117,ELMER TWP.|30,Others,6
Minnesota,27117,FOUNTAIN PRAIRIE TWP.|35,Donald Trump,86
Minnesota,27117,FOUNTAIN PRAIRIE TWP.|35,Hillary Clinton,12
Minnesota,27117,FOUNTAIN PRAIRIE TWP.|35,Others,3
Minnesota,27117,GRANGE TWP.|40,Donald Trump,103
Minnesota,27117,GRANGE TWP.|40,Hillary Clinton,12
Minnesota,27117,GRANGE TWP.|40,Others,6
Minnesota,27117,GRAY TWP.|45,Donald Trump,92
Minnesota,27117,GRAY TWP.|45,Hillary Clinton,29
Minnesota,27117,GRAY TWP.|45,Others,11
Minnesota,27117,HATFIELD|50,Donald Trump,11
Minnesota,27117,HATFIELD|50,Hillary Clinton,5
Minnesota,27117,HATFIELD|50,Others,1
Minnesota,27117,HOLLAND|55,Donald Trump,67
Minnesota,27117,HOLLAND|55,Hillary Clinton,24
Minnesota,27117,HOLLAND|55,Others,10
Minnesota,27117,IHLEN|60,Donald Trump,18
Minnesota,27117,IHLEN|60,Hillary Clinton,12
Minnesota,27117,IHLEN|60,Others,3
Minnesota,27117,JASPER|65,Donald Trump,141
Minnesota,27117,JASPER|65,Hillary Clinton,95
Minnesota,27117,JASPER|65,Others,13
Minnesota,27117,OSBORNE TWP.|70,Donald Trump,166
Minnesota,27117,OSBORNE TWP.|70,Hillary Clinton,13
Minnesota,27117,OSBORNE TWP.|70,Others,10
Minnesota,27117,PIPESTONE PRECINCT 1|75,Donald Trump,509
Minnesota,27117,PIPESTONE PRECINCT 1|75,Hillary Clinton,279
Minnesota,27117,PIPESTONE PRECINCT 1|75,Others,72
Minnesota,27117,PIPESTONE PRECINCT 2|80,Donald Trump,654
Minnesota,27117,PIPESTONE PRECINCT 2|80,Hillary Clinton,320
Minnesota,27117,PIPESTONE PRECINCT 2|80,Others,109
Minnesota,27117,ROCK TWP.|100,Donald Trump,58
Minnesota,27117,ROCK TWP.|100,Hillary Clinton,14
Minnesota,27117,ROCK TWP.|100,Others,2
Minnesota,27117,RUTHTON|105,Donald Trump,57
Minnesota,27117,RUTHTON|105,Hillary Clinton,30
Minnesota,27117,RUTHTON|105,Others,10
Minnesota,27117,SWEET TWP.|110,Donald Trump,134
Minnesota,27117,SWEET TWP.|110,Hillary Clinton,43
Minnesota,27117,SWEET TWP.|110,Others,8
Minnesota,27117,TROSKY|115,Donald Trump,34
Minnesota,27117,TROSKY|115,Hillary Clinton,11
Minnesota,27117,TROSKY|115,Others,1
Minnesota,27117,TROY TWP.|120,Donald Trump,118
Minnesota,27117,TROY TWP.|120,Hillary Clinton,30
Minnesota,27117,TROY TWP.|120,Others,11
Minnesota,27117,WOODSTOCK|125,Donald Trump,33
Minnesota,27117,WOODSTOCK|125,Hillary Clinton,10
Minnesota,27117,WOODSTOCK|125,Others,3
Minnesota,27119,ANDOVER TWP.|5,Donald Trump,51
Minnesota,27119,ANDOVER TWP.|5,Hillary Clinton,23
Minnesota,27119,ANDOVER TWP.|5,Others,7
Minnesota,27119,ANGUS TWP.|10,Donald Trump,35
Minnesota,27119,ANGUS TWP.|10,Hillary Clinton,11
Minnesota,27119,ANGUS TWP.|10,Others,2
Minnesota,27119,BADGER TWP.|15,Donald Trump,42
Minnesota,27119,BADGER TWP.|15,Hillary Clinton,11
Minnesota,27119,BADGER TWP.|15,Others,2
Minnesota,27119,BELGIUM TWP.|20,Donald Trump,23
Minnesota,27119,BELGIUM TWP.|20,Hillary Clinton,11
Minnesota,27119,BELGIUM TWP.|20,Others,5
Minnesota,27119,BELTRAMI|25,Donald Trump,20
Minnesota,27119,BELTRAMI|25,Hillary Clinton,16
Minnesota,27119,BELTRAMI|25,Others,4
Minnesota,27119,BRANDSVOLD TWP|30,Donald Trump,106
Minnesota,27119,BRANDSVOLD TWP|30,Hillary Clinton,32
Minnesota,27119,BRANDSVOLD TWP|30,Others,6
Minnesota,27119,BRANDT TWP.|35,Donald Trump,19
Minnesota,27119,BRANDT TWP.|35,Hillary Clinton,6
Minnesota,27119,BRANDT TWP.|35,Others,5
Minnesota,27119,BRISLET TWP.|40,Donald Trump,15
Minnesota,27119,BRISLET TWP.|40,Hillary Clinton,8
Minnesota,27119,BRISLET TWP.|40,Others,1
Minnesota,27119,BYGLAND TWP.|45,Donald Trump,118
Minnesota,27119,BYGLAND TWP.|45,Hillary Clinton,31
Minnesota,27119,BYGLAND TWP.|45,Others,4
Minnesota,27119,CHESTER TWP.|50,Donald Trump,23
Minnesota,27119,CHESTER TWP.|50,Hillary Clinton,15
Minnesota,27119,CHESTER TWP.|50,Others,3
Minnesota,27119,CLIMAX|55,Donald Trump,42
Minnesota,27119,CLIMAX|55,Hillary Clinton,37
Minnesota,27119,CLIMAX|55,Others,8
Minnesota,27119,COLUMBIA TWP.|60,Donald Trump,196
Minnesota,27119,COLUMBIA TWP.|60,Hillary Clinton,42
Minnesota,27119,COLUMBIA TWP.|60,Others,7
Minnesota,27119,CROOKSTON TWP.|105,Donald Trump,176
Minnesota,27119,CROOKSTON TWP.|105,Hillary Clinton,64
Minnesota,27119,CROOKSTON TWP.|105,Others,24
Minnesota,27119,CROOKSTON W-1|65,Donald Trump,265
Minnesota,27119,CROOKSTON W-1|65,Hillary Clinton,206
Minnesota,27119,CROOKSTON W-1|65,Others,41
Minnesota,27119,CROOKSTON W-2|70,Donald Trump,330
Minnesota,27119,CROOKSTON W-2|70,Hillary Clinton,253
Minnesota,27119,CROOKSTON W-2|70,Others,66
Minnesota,27119,CROOKSTON W-3|75,Donald Trump,229
Minnesota,27119,CROOKSTON W-3|75,Hillary Clinton,229
Minnesota,27119,CROOKSTON W-3|75,Others,43
Minnesota,27119,CROOKSTON W-4|80,Donald Trump,222
Minnesota,27119,CROOKSTON W-4|80,Hillary Clinton,188
Minnesota,27119,CROOKSTON W-4|80,Others,53
Minnesota,27119,CROOKSTON W-5|85,Donald Trump,258
Minnesota,27119,CROOKSTON W-5|85,Hillary Clinton,206
Minnesota,27119,CROOKSTON W-5|85,Others,58
Minnesota,27119,CROOKSTON W-6|90,Donald Trump,325
Minnesota,27119,CROOKSTON W-6|90,Hillary Clinton,183
Minnesota,27119,CROOKSTON W-6|90,Others,69
Minnesota,27119,EAST GRAND FORKS W-1|110,Donald Trump,640
Minnesota,27119,EAST GRAND FORKS W-1|110,Hillary Clinton,308
Minnesota,27119,EAST GRAND FORKS W-1|110,Others,64
Minnesota,27119,EAST GRAND FORKS W-2|120,Donald Trump,549
Minnesota,27119,EAST GRAND FORKS W-2|120,Hillary Clinton,280
Minnesota,27119,EAST GRAND FORKS W-2|120,Others,49
Minnesota,27119,EAST GRAND FORKS W-3|130,Donald Trump,236
Minnesota,27119,EAST GRAND FORKS W-3|130,Hillary Clinton,190
Minnesota,27119,EAST GRAND FORKS W-3|130,Others,33
Minnesota,27119,EAST GRAND FORKS W-4|140,Donald Trump,390
Minnesota,27119,EAST GRAND FORKS W-4|140,Hillary Clinton,289
Minnesota,27119,EAST GRAND FORKS W-4|140,Others,73
Minnesota,27119,EAST GRAND FORKS W-5|150,Donald Trump,477
Minnesota,27119,EAST GRAND FORKS W-5|150,Hillary Clinton,305
Minnesota,27119,EAST GRAND FORKS W-5|150,Others,49
Minnesota,27119,EDEN TWP.|160,Donald Trump,45
Minnesota,27119,EDEN TWP.|160,Hillary Clinton,39
Minnesota,27119,EDEN TWP.|160,Others,7
Minnesota,27119,ERSKINE|165,Donald Trump,111
Minnesota,27119,ERSKINE|165,Hillary Clinton,68
Minnesota,27119,ERSKINE|165,Others,15
Minnesota,27119,ESTHER TWP.|170,Donald Trump,76
Minnesota,27119,ESTHER TWP.|170,Hillary Clinton,12
Minnesota,27119,ESTHER TWP.|170,Others,4
Minnesota,27119,EUCLID TWP.|175,Donald Trump,45
Minnesota,27119,EUCLID TWP.|175,Hillary Clinton,22
Minnesota,27119,EUCLID TWP.|175,Others,3
Minnesota,27119,FAIRFAX TWP.|180,Donald Trump,50
Minnesota,27119,FAIRFAX TWP.|180,Hillary Clinton,24
Minnesota,27119,FAIRFAX TWP.|180,Others,7
Minnesota,27119,FANNY TWP.|185,Donald Trump,30
Minnesota,27119,FANNY TWP.|185,Hillary Clinton,24
Minnesota,27119,FANNY TWP.|185,Others,3
Minnesota,27119,FARLEY TWP.|190,Donald Trump,23
Minnesota,27119,FARLEY TWP.|190,Hillary Clinton,1
Minnesota,27119,FARLEY TWP.|190,Others,1
Minnesota,27119,FERTILE|195,Donald Trump,255
Minnesota,27119,FERTILE|195,Hillary Clinton,160
Minnesota,27119,FERTILE|195,Others,24
Minnesota,27119,FISHER TWP.|205,Donald Trump,98
Minnesota,27119,FISHER TWP.|205,Hillary Clinton,12
Minnesota,27119,FISHER TWP.|205,Others,7
Minnesota,27119,FISHER|200,Donald Trump,104
Minnesota,27119,FISHER|200,Hillary Clinton,47
Minnesota,27119,FISHER|200,Others,18
Minnesota,27119,FOSSTON CITY|210,Donald Trump,413
Minnesota,27119,FOSSTON CITY|210,Hillary Clinton,230
Minnesota,27119,FOSSTON CITY|210,Others,49
Minnesota,27119,GARDEN TWP.|220,Donald Trump,64
Minnesota,27119,GARDEN TWP.|220,Hillary Clinton,40
Minnesota,27119,GARDEN TWP.|220,Others,11
Minnesota,27119,GARFIELD TWP.|225,Donald Trump,173
Minnesota,27119,GARFIELD TWP.|225,Hillary Clinton,76
Minnesota,27119,GARFIELD TWP.|225,Others,16
