county_fips,candidatevotes,totalvotes
45023,3159,15757
45023,3,15757
45025,563,18876
45025,6856,18876
45025,0,18876
45025,2,18876
45025,3860,18876
45025,16,18876
45027,716,16733
45027,4345,16733
45027,3,16733
45027,0,16733
45027,3297,16733
45027,0,16733
45029,921,19283
45029,6067,19283
45029,0,19283
45029,5,19283
45029,3412,19283
45029,35,19283
45031,1174,32417
45031,8807,32417
45031,0,32417
45031,5,32417
45031,6827,32417
45031,19,32417
45033,659,13101
45033,4186,13101
45033,0,13101
45033,0,13101
45033,1733,13101
45033,4,13101
45035,5456,77278
45035,19301,77278
45035,2,77278
45035,40,77278
45035,17058,77278
45035,56,77278
45037,652,13304
45037,4322,13304
45037,1,13304
45037,0,13304
45037,3208,13304
45037,1,13304
45039,568,12136
45039,2493,12136
45039,3,12136
45039,2,12136
45039,1556,12136
45039,3,12136
45041,2255,64510
45041,17596,64510
45041,0,64510
45041,10,64510
45041,12736,64510
45041,18,64510
45043,2612,36668
45043,10252,36668
45043,0,36668
45043,21,36668
45043,7567,36668
45043,35,36668
45045,18193,258155
45045,110201,258155
45045,181,258155
45045,619,258155
45045,20679,258155
45045,148,258155
45047,2048,32006
45047,11399,32006
45047,59,32006
45047,20,32006
45047,5860,32006
45047,45,32006
45049,333,9305
45049,2475,9305
45049,5,9305
45049,0,9305
45049,1082,9305
45049,11,9305
45051,14328,179744
45051,59651,179744
45051,93,179744
45051,10,179744
45051,44470,179744
45051,269,179744
45053,963,14394
45053,3920,14394
45053,2,14394
45053,0,14394
45053,2182,14394
45053,11,14394
45055,1691,33629
45055,11103,33629
45055,0,33629
45055,5,33629
45055,7664,33629
45055,8,33629
45057,2742,49868
45057,15407,49868
45057,16,49868
45057,46,49868
45057,11984,49868
45057,117,49868
45059,1044,30488
45059,14512,30488
45059,22,30488
45059,13,30488
45059,4391,30488
45059,22,30488
45061,204,8431
45061,1832,8431
45061,0,8431
45061,0,8431
45061,972,8431
45061,0,8431
45063,12723,144568
45063,61434,144568
45063,86,144568
45063,168,144568
45063,18354,144568
45063,52,144568
45065,269,5697
45065,1180,5697
45065,0,5697
45065,0,5697
45065,1509,5697
45065,0,5697
45067,500,14704
45067,2917,14704
45067,0,14704
45067,2,14704
45067,2277,14704
45067,15,14704
45069,389,11446
45069,2189,11446
45069,14,11446
45069,0,11446
45069,2435,11446
45069,17,11446
45071,910,18631
45071,6371,18631
45071,1,18631
45071,13,18631
45071,4144,18631
45071,4,18631
45073,3462,40668
45073,16894,40668
45073,9,40668
45073,21,40668
45073,9276,40668
45073,36,40668
45075,1547,41205
45075,7075,41205
45075,10,41205
45075,6,41205
45075,4954,41205
45075,11,41205
45077,2760,57546
45077,26999,57546
45077,103,57546
45077,54,57546
45077,12897,57546
45077,94,57546
45079,12341,193822
45079,22750,193822
45079,16,193822
45079,24,193822
45079,23133,193822
45079,49,193822
45081,321,9274
45081,4015,9274
45081,0,9274
45081,0,9274
45081,1845,9274
45081,29,9274
45083,9110,148655
45083,60777,148655
45083,117,148655
45083,118,148655
45083,23277,148655
45083,161,148655
45085,2283,48920
45085,9126,48920
45085,0,48920
45085,24,48920
45085,9548,48920
45085,19,48920
45087,248,13257
45087,5073,13257
45087,54,13257
45087,0,13257
45087,2807,13257
45087,1,13257
45089,317,15985
45089,3183,15985
45089,0,15985
45089,0,15985
45089,2023,15985
45089,9,15985
45091,8807,144050
45091,49711,144050
45091,50,144050
45091,298,144050
45091,23606,144050
45091,255,144050
48001,15110,19227
48003,4943,5863
48005,25076,34574
48007,9239,12290
48009,4300,4796
48011,1035,1112
48013,12039,18118
48015,11447,14554
48017,1434,1860
48019,10057,12715
48021,20516,36665
48023,1494,1702
48025,6006,9420
48027,67893,127375
48029,308618,770818
48031,5443,7441
48033,397,416
48035,7469,9126
48037,27116,38261
48039,90433,154984
48041,47530,85061
48043,2461,4822
48045,639,725
48047,998,2484
48049,13698,15969
48051,6743,8609
48053,18767,24717
48055,8031,14973
48057,5641,7856
48059,6012,6832
48061,49032,114174
48063,3626,5060
48065,2779,3122
48067,11033,13927
48069,1602,2083
48071,17353,21652
48073,15101,19508
48075,1943,2279
48077,5069,5744
48079,809,1000
48081,1586,1779
48083,3641,4124
48085,252318,490856
48087,1048,1218
48089,7472,9975
48091,62740,88892
48093,5177,6086
48095,1058,1268
48097,15596,18996
48099,15438,23493
48101,540,662
48103,1247,1503
48105,1220,1574
48107,1396,1953
48109,415,864
48111,1389,1609
48113,307076,919504
48115,2951,3789
48117,3294,4610
48119,2162,2592
48121,222480,417964
48123,6567,8118
48125,853,988
48127,1384,3666
48129,1438,1648
48131,2443,5053
48133,7237,8293
48135,32697,44591
48137,893,1066
48139,56717,85493
48141,84331,266729
48143,13684,16856
48145,4177,6133
48147,12171,15007
48149,10171,12941
48151,1448,1826
48153,1584,2039
48155,445,551
48157,157718,357514
48159,4161,5009
48161,6991,8711
48163,2823,5279
48165,5355,5996
48167,93911,155060
48169,1413,1653
48171,12514,15850
48173,611,653
48175,3085,3995
48177,5627,7648
48179,6840,7782
48181,44163,59474
48183,32493,47982
48185,9432,12414
48187,47553,77619
48189,7177,9586
48191,995,1169
48193,3616,4351
48195,1849,2047
48197,1330,1580
48199,23858,27635
48201,700630,1640818
48203,21466,29717
48205,1868,2078
48207,1840,2214
48209,47680,109395
48211,1486,1720
48213,28911,36317
48215,90527,220884
48217,11926,14931
48219,6536,8100
48221,26496,32541
48223,12719,15941
48225,7060,9438
48227,8054,10241
48229,779,1165
48231,29163,38597
48233,7681,8773
48235,759,889
48237,3418,3782
48239,5231,6353
48241,12542,15611
48243,784,1305
48245,47570,94759
48247,833,2036
48249,7453,13669
48251,54628,72020
48253,5660,6741
48255,3968,5252
48257,37624,56718
48259,20083,26452
48261,127,194
48263,411,462
48265,20879,27745
48267,1987,2292
48269,151,159
48271,1144,1603
48273,5504,10944
48275,1180,1456
48277,16760,21442
48279,3521,4410
48281,8086,10399
48283,1335,2406
48285,8804,10197
48287,6255,8087
48289,7523,8674
48291,23302,29334
48293,6789,9095
48295,1205,1353
48297,4199,5054
48299,10079,12660
48301,60,66
48303,78861,120817
48305,1853,2293
48307,2904,3436
48309,59543,97872
48311,460,516
48313,4169,5298
48315,3470,4864
48317,1857,2160
48319,1991,2474
48321,9845,13727
48323,6881,15346
48325,15642,22657
48327,823,1028
48329,45624,58859
48331,7984,10578
48333,2217,2505
48335,2170,2579
48337,8615,9819
48339,193382,271543
48341,4359,5508
48343,3872,5587
48345,604,652
48347,17378,26785
48349,13800,19123
48351,4882,6094
48353,4131,5357
48355,64617,127322
48357,2812,3156
48359,917,1009
48361,29186,35994
48363,10179,12489
48365,9326,11451
48367,62045,76128
48369,2135,2650
48371,3215,4668
48373,18573,24186
48375,22820,33337
48377,721,2217
48379,5155,6053
48381,50796,64674
48383,942,1124
48385,1643,1982
48387,4517,5806
48389,2254,3689
48391,2210,3366
48393,529,550
48395,5646,8099
48397,36726,53891
48399,3807,4409
48401,16534,21377
48403,4784,5491
48405,3007,4002
48407,10161,12640
48409,16516,25891
48411,2308,2602
48413,940,1159
48415,4983,5870
48417,1484,1628
48419,7975,10087
48421,886,992
48423,69080,100089
48425,4105,4947
48427,8247,17525
48429,3385,3800
48431,584,639
48433,615,736
48435,1222,1557
48437,1845,2355
48439,409741,834697
48441,39547,55135
48443,334,458
48445,2812,3612
48447,806,894
48449,7570,10541
48451,32313,45210
48453,161337,608575
48455,5579,6938
48457,8194,9660
48459,15809,18892
48461,1178,1368
48463,6174,10344
48465,8284,15280
48467,22270,26029
48469,23358,34188
48471,15375,23612
48473,14260,22734
48475,3241,4060
48477,12959,17427
48479,25898,68397
48481,11926,16761
48483,2159,2337
48485,32069,46040
48487,3524,4524
48489,2441,5549
48491,139729,289555
48493,18463,25013
48495,1753,2126
48497,27032,32365
48499,19049,22779
48501,2174,2631
48503,7110,8239
48505,2033,3874
48507,1490,4379
50001,6567,22611
50003,6724,19357
50005,5924,15158
50007,20104,96755
50009,2164,4237
50011,11274,26072
50013,2194,5782
50015,4171,15679
50017,5782,14876
50019,7086,15442
50021,14625,34772
50023,8707,35325
50025,7251,28452
50027,10135,36308
54001,5116,6677
54003,33279,51535
54005,6816,9012
54007,4120,5664
54009,7545,10656
54011,21721,37360
54013,2364,2971
54015,2679,3365
54017,2619,3101
54019,11580,16862
54021,2012,2662
54023,4871,5509
54025,10925,15850
54027,8033,10086
54029,9806,13800
54031,4859,6331
54033,20683,30465
54035,10093,13508
54037,15033,27703
54039,46398,82244
54041,5782,7457
54043,6012,7830
54045,10534,13026
54047,5148,6527
54049,16300,25794
54051,10435,14080
54053,8491,11203
54055,19237,25134
54057,10040,12872
54059,8544,10022
54061,20803,42072
54063,5068,6490
54065,6537,8695
54067,8279,10630
54069,12354,19898
54071,2782,3659
54073,2742,3491
54075,2895,4008
54077,11190,14572
54079,20034,28501
54081,24673,33106
54083,8673,12200
54085,3649,4283
54087,4213,5763
54089,4074,5585
54091,5477,7383
54093,2841,3844
54095,3226,3922
54097,7771,10221
54099,12585,16947
54101,2759,3402
54103,4993,6667
54105,2134,2653
54107,27202,38762
54109,7353,8592
24001,1883,30641
24001,1703,30641
24001,7342,30641
24001,9513,30641
24001,445,30641
24003,16213,309617
24003,17630,309617
24003,65507,309617
24003,24625,309617
24003,3846,309617
24005,26841,414932
24005,16954,414932
24005,66437,414932
24005,31927,414932
24005,4043,414932
24009,3144,49113
24009,2757,49113
24009,9115,49113
24009,9980,49113
24009,350,49113
24011,795,15794
24011,409,15794
24011,5305,15794
24011,3523,15794
24011,251,15794
24013,5633,100327
24013,7025,100327
24013,25406,100327
24013,21755,100327
24013,399,100327
24015,2799,47462
24015,2054,47462
24015,11162,47462
24015,12852,47462
24015,572,47462
24017,4700,89498
24017,1372,89498
24017,13578,89498
24017,5339,89498
24017,590,89498
24019,809,15977
24019,650,15977
24019,4749,15977
24019,2405,15977
24019,151,15977
24021,5692,145615
24021,7936,145615
24021,31490,145615
24021,17190,145615
24021,1374,145615
24023,808,15611
24023,881,15611
24023,7973,15611
24023,2060,15611
24023,280,15611
24025,10016,148186
24025,4927,148186
24025,45623,148186
24025,18918,148186
24025,1446,148186
24027,6791,183062
24027,7458,183062
24027,23430,183062
24027,9534,183062
24027,1177,183062
24029,657,10794
24029,269,10794
24029,2643,10794
24029,1466,10794
24029,160,10794
24031,24591,533743
24031,14962,533743
24031,41476,533743
24031,16506,533743
24031,3687,533743
24033,3942,424855
24033,8685,424855
24033,15824,424855
24033,6691,424855
24033,1948,424855
24035,1554,30290
24035,1347,30290
24035,11705,30290
24035,3651,30290
24035,484,30290
24037,4407,55665
24037,2910,55665
24037,13908,55665
24037,9069,55665
24037,532,55665
24039,295,10147
24039,489,10147
24039,3145,10147
24039,1614,10147
24039,196,10147
24041,1084,22555
24041,1255,22555
24041,6435,22555
24041,1972,22555
24041,200,22555
24043,2450,67779
24043,4276,67779
24043,11882,67779
24043,20760,67779
24043,856,67779
24045,1651,46216
24045,2101,46216
24045,11294,46216
24045,6972,46216
24045,926,46216
24047,2570,31691
24047,696,31691
24047,9333,31691
24047,5357,31691
24047,615,31691
24510,3401,237461
24510,6768,237461
24510,8465,237461
24510,5444,237461
24510,1296,237461
25001,55311,151512
25003,18064,71771
25005,119872,281364
25007,2631,12873
25009,144837,424599
25011,11201,43003
25013,87318,220793
25015,22281,88332
25017,226956,869347
25019,1914,7338
25021,125294,411042
25023,121227,303870
25025,58613,337240
25027,171683,434921
30001,3923,5661
30003,2207,4784
30005,1469,3117
30007,3173,4097
30009,4468,7052
30011,775,864
30013,23315,39885
30015,1891,2965
30017,4205,5860
30019,799,1014
30021,3758,4825
30023,2186,4891
30025,1375,1575
30027,4869,6507
30029,38321,59936
30031,31696,70979
30033,764,813
30035,1884,5617
30037,414,503
30039,1419,2102
30041,3957,7182
30043,5345,8151
30045,1040,1344
30047,9322,16626
30049,21409,42265
30051,821,1083
30053,8672,11747
30055,956,1128
30057,4191,6087
30059,833,1110
30061,1828,2563
30063,26347,71495
30065,2423,2881
30067,6025,11566
30069,298,348
30071,1936,2382
30073,2031,2995
30075,970,1136
30077,2355,3179
30079,603,744
30081,19114,28507
30083,4800,5798
30085,1996,4017
30087,2486,3773
30089,5660,7622
30091,1403,2030
30093,7745,18658
30095,4462,5724
30097,1840,2446
30099,2608,3679
30101,1596,2119
30103,373,460
30105,3135,4261
30107,823,1068
30109,516,598
30111,50772,83821
31001,10085,14602
31003,3093,3583
31005,260,284
31007,362,410
31009,280,317
31011,2653,3217
31013,4002,5181
31015,1010,1153
31017,1470,1679
31019,16640,23589
31021,2580,3731
31023,3542,4498
31025,10121,15284
31027,4174,4996
31029,1740,1993
31031,2844,3265
31033,3813,4765
31035,2848,3558
31037,2636,3717
31039,3507,4451
31041,5090,5993
31043,3926,6794
31045,2931,4121
31047,6524,9178
31049,871,1032
31051,2335,3083
31053,10984,16876
31055,119159,274951
31057,883,999
31059,2359,3134
31061,1437,1724
31063,1229,1440
31065,2163,2601
31067,7445,11068
31069,1016,1195
31071,933,1075
31073,893,1118
31075,375,402
31077,1016,1258
31079,16189,24374
31081,4309,5533
31083,1615,1928
31085,494,534
31087,1264,1469
31089,4769,5537
31091,376,442
31093,2786,3501
31095,2616,3716
31097,1518,2229
31099,2822,3604
31101,3544,4364
31103,476,529
31105,1563,1874
31107,3721,4697
31109,70092,156091
31111,13071,17107
31113,407,450
31115,370,454
31117,275,302
31119,11940,15765
31121,3419,4257
31123,2113,2557
31125,1437,1828
31127,2428,3423
31129,1857,2303
31131,5649,8315
31133,1071,1429
31135,1321,1544
31137,4157,5009
31139,3462,4006
31141,12186,15673
31143,2291,2879
31145,4525,5452
31147,3073,4126
31149,744,841
31151,3631,5770
31153,51979,95673
31155,9108,12735
31157,10952,15469
31159,6490,9142
31161,2292,2672
31163,1322,1698
31165,642,729
31167,2561,3161
31169,2308,2980
31171,377,427
31173,1180,2325
31175,1901,2340
31177,8583,12413
31179,3055,4200
31181,1511,1876
31183,438,502
31185,5337,7143
39001,9870,12145
39003,33116,48006
39005,19407,26405
39007,26890,44147
39009,10862,26059
39011,20798,25777
39013,23560,33088
39015,16480,21096
39017,114392,186737
39019,10745,14212
39021,14589,19972
39023,39032,64212
39025,74570,110480
39027,15488,20527
39029,35726,49860
39031,12325,16739
39033,15436,20686
39035,202699,625670
39037,22004,27134
39039,13038,19381
39041,66356,126070
39043,22160,40335
39045,50797,83311
39047,9473,12612
39049,211237,630577
39051,15731,22770
39053,10645,13799
39055,34143,56021
39057,52072,88643
39059,13407,18230
39061,177886,430929
39063,26310,38771
39065,9949,13247
39067,5792,7655
39069,10479,14764
39071,15678,19676
39073,9737,13824
39075,10796,12947
39077,18956,27190
39079,11309,14794
39081,22828,33362
39083,22340,31398
39085,73278,130509
39087,20306,28127
39089,59514,94210
39091,17964,23368
39093,79520,157437
39095,81763,200623
39097,13835,19855
39099,59903,118966
39101,19023,27818
39103,64598,105825
39105,8316,10951
39107,19452,23761
39109,41371,57972
39111,5463,7148
39113,129034,268505
39115,5041,6847
39117,14077,18457
39119,27867,40465
39121,5135,6343
39123,14628,24007
39125,7086,9467
39127,12357,16675
39129,20593,28271
39131,9157,12412
39133,45990,82872
39135,17022,21809
39137,16412,19921
39139,41472,59975
39141,22278,33299
39143,18896,30074
39145,22609,32047
39147,17086,25810
39149,20422,25258
39151,111097,189879
39153,124833,280473
39155,55194,101001
39157,30458,44015
39159,21669,33445
39161,11650,14965
39163,4632,6030
39165,87988,136100
39167,22307,32031
39169,36759,54283
39171,13452,18651
39173,35757,67597
39175,8462,11390
40001,216,7108
40001,647,7108
40001,4722,7108
40003,87,2262
40003,344,2262
40003,1547,2262
40005,150,5389
40005,1088,5389
40005,3319,5389
40007,120,2178
40007,303,2178
40007,1545,2178
40009,433,7948
40009,1322,7948
40009,5012,7948
40011,181,3901
40011,439,3901
40011,2516,3901
40013,687,15976
40013,1541,15976
40013,10116,15976
40015,339,9859
40015,528,9859
40015,6146,9859
40017,6510,61940
40017,1924,61940
40017,35116,61940
40019,863,19479
40019,1710,19479
40019,12126,19479
40021,970,17714
40021,1341,17714
40021,8912,17714
40023,190,5832
40023,1152,5832
40023,3356,5832
40025,63,1054
40025,311,1054
40025,596,1054
40027,11820,119778
40027,7905,119778
40027,46952,119778
40029,76,2524
40029,564,2524
40029,1451,2524
40031,2995,35631
40031,1521,35631
40031,16389,35631
40033,96,2572
40033,535,2572
40033,1486,2572
40035,234,6032
40035,676,6032
40035,3776,6032
40037,1471,30505
40037,2136,30505
40037,19687,30505
40039,676,10691
40039,994,10691
40039,6390,10691
40041,1032,17245
40041,1733,17245
40041,10792,17245
40043,118,2359
40043,211,2359
40043,1795,2359
40045,98,1873
40045,234,1873
40045,1356,1873
40047,1350,22430
40047,1919,22430
40047,13701,22430
40049,456,10922
40049,1204,10922
40049,7218,10922
40051,1633,23101
40051,2119,23101
40051,14786,23101
40053,96,2226
40053,234,2226
40053,1586,2226
40055,72,1973
40055,304,1973
40055,1229,1973
40057,27,933
40057,190,933
40057,530,933
40059,60,1487
40059,193,1487
40059,1074,1487
40061,166,5014
40061,897,5014
40061,3102,5014
40063,170,4857
40063,511,4857
40063,3194,4857
40065,427,8221
40065,1071,8221
40065,4894,8221
40067,63,2385
40067,382,2385
40067,1581,2385
40069,104,4251
40069,632,4251
40069,2705,4251
40071,836,17249
40071,1515,17249
40071,10483,17249
40073,313,6465
40073,995,6465
40073,4213,6465
40075,132,3427
40075,465,3427
40075,2076,3427
40077,148,4249
40077,488,4249
40077,2801,4249
40079,674,18805
40079,2150,18805
40079,12389,18805
40081,646,14888
40081,1417,14888
40081,9950,14888
40083,1758,21574
40083,2246,21574
40083,11604,21574
40085,120,4076
40085,698,4076
40085,2487,4076
40087,1248,19236
40087,1406,19236
40087,12641,19236
40089,481,11467
40089,1035,11467
40089,7969,11467
40091,371,8335
40091,863,8335
40091,4938,8335
40093,155,3467
40093,621,3467
40093,2308,3467
40095,257,6064
40095,910,6064
40095,3724,6064
40097,610,16626
40097,1240,16626
40097,10899,16626
40099,238,5894
40099,1426,5894
40099,2948,5894
40101,1245,25081
40101,2382,25081
40101,12899,25081
40103,195,4938
40103,759,4938
40103,2867,4938
40105,155,4391
40105,720,4391
40105,2735,4391
40107,149,4038
40107,461,4038
40107,2448,4038
40109,29408,294740
40109,6024,294740
40109,109618,294740
40111,565,14313
40111,1306,14313
40111,7797,14313
40113,1065,20538
40113,2528,20538
40113,10528,20538
40115,466,11438
40115,1195,11438
40115,6884,11438
40117,286,6786
40117,590,6786
40117,4391,6786
40119,1498,29643
40119,2025,29643
40119,14290,29643
40121,585,17924
40121,1441,17924
40121,11825,17924
40123,646,15320
40123,2015,15320
40123,8144,15320
40125,2180,28185
40125,2625,28185
40125,15435,28185
40127,163,4739
40127,796,4739
40127,3057,4739
40129,83,1834
40129,278,1834
40129,1268,1834
40131,3025,44553
40131,5944,44553
40131,25062,44553
40133,394,8337
40133,807,8337
40133,4810,8337
40135,623,15386
40135,1204,15386
40135,10286,15386
40137,987,19057
40137,2491,19057
40137,12082,19057
40139,212,5521
40139,1006,5521
40139,3287,5521
40141,84,2708
40141,458,2708
40141,1534,2708
40143,21016,266678
40143,5743,266678
40143,123815,266678
40145,2043,35338
40145,4680,35338
40145,19442,35338
40147,1357,23501
40147,2088,23501
40147,13631,23501
40149,214,4777
40149,544,4777
40149,3328,4777
40151,156,3678
40151,959,3678
40151,1878,3678
40153,335,7785
40153,1827,7785
40153,4449,7785
46003,1052,1405
46005,4808,7081
46007,694,1183
46009,2235,3001
46011,8000,14567
46013,10580,17547
46015,1750,2490
46017,183,549
46019,3731,4802
46021,747,873
46023,2552,3783
46025,1373,1850
46027,2456,5698
46029,8958,13161
46031,647,1283
46033,3852,5494
46035,5613,8454
46037,1869,2964
46039,1699,2350
46041,790,1966
46043,1468,1707
46045,1538,1985
46047,2878,4042
46049,964,1182
46051,2618,3745
46053,1771,2258
46055,1026,1137
46057,2372,3083
46059,1433,1836
46061,1793,2388
46063,748,813
46065,5522,8723
46067,2944,3767
46069,564,710
46071,738,1115
46073,721,1006
46075,498,599
46077,1904,2779
46079,3681,5873
46081,8753,13828
46083,19617,32396
46085,1042,1597
46087,2068,2900
46089,1075,1324
46091,1287,2178
46093,9875,13670
46095,449,769
46097,787,1138
46099,49249,92326
46101,1951,3206
46103,35063,57518
46105,1401,1669
46107,1139,1380
46109,2404,4307
46111,905,1185
46102,297,3200
46115,2104,3163
46117,1203,1652
46119,726,930
46121,532,2539
46123,2161,2696
46125,3290,4548
46127,5944,8855
46129,1966,2580
46135,6581,10900
46137,404,906
47001,23184,35570
47003,14354,19088
47005,5668,7260
47007,4725,5758
47009,47369,66609
47011,35204,45865
47013,12331,14933
47015,5190,6557
47017,9205,11905
47019,19584,24492
47021,14438,20260
47023,5952,7584
47025,10604,12945
47027,2733,3506
47029,12162,14859
47031,17883,24282
47033,4673,6114
47035,25168,32279
47037,100218,309658
47039,4229,5241
47041,6672,8513
47043,17643,24323
47045,11768,15079
47047,15690,22984
47049,7441,8729
47051,13987,19132
47053,16259,22335
47055,9784,13203
47057,8565,10134
47059,22259,28087
47061,4802,5855
47063,18811,24631
47065,92108,171113
47067,2372,2744
47069,5760,10063
47071,9559,11538
47073,20405,24824
47075,3343,7439
47077,9797,12020
47079,11239,15047
47081,7577,9832
47083,2718,3686
47085,6120,8236
47087,4118,5323
47089,18651,23616
47091,6468,7801
47093,124540,220556
47095,1492,2034
47097,5674,8965
47099,15334,18718
47101,4474,5609
47103,12281,15608
47105,21713,29347
47107,18198,22844
47109,9093,11275
47111,8096,9487
47113,23943,42950
47115,9911,13256
47117,11043,14878
47119,31464,46657
47121,4467,5532
47123,16783,20797
47125,42187,76758
47127,2888,3539
47129,6930,8228
47131,10790,13521
47133,7918,10037
47135,2775,3428
47137,2381,2931
47139,6792,8360
47141,23759,33593
47143,11050,13637
47145,19230,25917
47147,24536,33717
47149,81480,143878
47151,8004,9052
47153,5855,7252
47155,33783,43535
47157,129815,382055
47159,7136,9051
47161,4950,6296
47163,55860,74357
47165,63454,92630
47167,20070,27308
47169,2936,3998
47171,6599,8307
47173,6803,8123
47175,2342,2921
47177,11850,16009
47179,40444,60203
47181,5795,6669
47183,10396,13735
47185,9606,11895
47187,86469,139016
47189,50296,74330
49001,0,3100
49001,0,3100
49001,0,3100
49001,2695,3100
49003,0,27023
49003,0,27023
49003,0,27023
49003,21548,27023
49005,0,58358
49005,0,58358
49005,0,58358
49005,38032,58358
49007,0,9369
49007,0,9369
49007,0,9369
49007,6693,9369
49009,0,619
49009,0,619
49009,0,619
49009,496,619
49011,0,169814
49011,0,169814
49011,0,169814
49011,104135,169814
49013,0,8561
49013,0,8561
49013,0,8561
49013,7512,8561
49015,0,4898
49015,0,4898
49015,0,4898
49015,4207,4898
49017,0,2732
49017,0,2732
49017,0,2732
49017,2158,2732
49019,0,5185
49019,0,5185
49019,0,5185
49019,2248,5185
49021,0,25104
49021,0,25104
49021,0,25104
49021,18989,25104
49023,0,5865
49023,0,5865
49023,0,5865
49023,5087,5865
49025,0,4180
49025,0,4180
49025,0,4180
49025,2998,4180
49027,0,6190
49027,0,6190
49027,0,6190
49027,5404,6190
49029,0,6606
49029,0,6606
49029,0,6606
49029,5181,6606
49031,0,871
49031,0,871
49031,0,871
49031,773,871
49033,0,1369
49033,0,1369
49033,0,1369
49033,1157,1369
49035,12970,546581
49035,18253,546581
49035,198951,546581
49037,0,6877
49037,0,6877
49037,0,6877
49037,3535,6877
49039,0,12625
49039,0,12625
49039,0,12625
49039,10459,12625
49041,0,10362
49041,0,10362
49041,0,10362
49041,9052,10362
49043,0,26086
49043,0,26086
49043,0,26086
49043,10252,26086
49045,0,31506
49045,0,31506
49045,0,31506
49045,21014,31506
49047,0,15303
49047,0,15303
49047,0,15303
49047,13261,15303
49049,0,284286
49049,0,284286
49049,0,284286
49049,192812,284286
49051,0,17790
49051,0,17790
49051,0,17790
49051,10795,17790
49053,0,91070
49053,0,91070
49053,0,91070
49053,67294,91070
49055,0,1621
49055,0,1621
49055,0,1621
49055,1229,1621
49057,0,111403
49057,0,111403
49057,0,111403
49057,65949,111403
51001,3084,16962
51001,6078,16962
51001,10,16962
51003,9124,64657
51003,11587,64657
51003,93,64657
51005,1450,8203
51005,4409,8203
51005,0,8203
51007,2595,7894
51007,2778,7894
51007,17,7894
51009,4487,17005
51009,6550,17005
51009,4,17005
51011,2995,9268
51011,3700,9268
51011,7,9268
51013,13899,130739
51013,8306,130739
51013,113,130739
51015,12866,42278
51015,17741,42278
51015,107,42278
51017,399,2501
51017,1431,2501
51017,4,2501
51019,15208,48669
51019,20268,48669
51019,124,48669
51021,976,3479
51021,1925,3479
51021,2,3479
51023,7212,21123
51023,7875,21123
51023,12,21123
51025,1368,7948
51025,1988,7948
51025,1,7948
51027,2306,9957
51027,5981,9957
51027,24,9957
51029,1795,8129
51029,2744,8129
51029,5,8129
51031,9331,29901
51031,11914,29901
51031,0,29901
51033,2839,16288
51033,5438,16288
51033,59,16288
51035,3909,15657
51035,8706,15657
51035,44,15657
51036,811,4441
51036,947,4441
51036,3,4441
51037,1390,6191
51037,2423,6191
51037,2,6191
51041,57160,203955
51041,35939,203955
51041,227,203955
51043,2554,9337
51043,2632,9337
51043,6,9337
51045,804,3170
51045,1721,3170
51045,11,3170
51047,6836,27116
51047,9131,27116
51047,45,27116
51049,1039,5313
51049,1974,5313
51049,6,5313
51051,2462,7307
51051,3285,7307
51051,1,7307
51053,3982,15092
51053,4709,15092
51053,4,15092
51057,1736,6178
51057,1334,6178
51057,5,6178
51059,84585,601243
51059,82873,601243
51059,943,601243
51061,13573,43671
51061,11441,43671
51061,92,43671
51063,2851,9412
51063,3347,9412
51063,27,9412
51065,4248,15846
51065,3865,15846
51065,42,15846
51067,6670,29704
51067,14168,29704
51067,57,29704
51069,15219,48718
51069,15164,48718
51069,175,48718
51071,2754,9178
51071,4122,9178
51071,0,9178
51073,6267,22284
51073,8588,22284
51073,20,22284
51075,5393,16952
51075,4548,16952
51075,25,16952
51077,2146,8131
51077,4366,8131
51077,17,8131
51079,3558,11313
51079,3291,11313
51079,17,11313
51081,658,4574
51081,1256,4574
51081,0,4574
51083,4844,18248
51083,5559,18248
51083,15,18248
51085,23708,70988
51085,20535,70988
51085,75,70988
51087,27296,183299
51087,35823,183299
51087,321,183299
51089,6911,26105
51089,9743,26105
51089,71,26105
51091,237,1533
51091,853,1533
51091,2,1533
51093,6487,23456
51093,7174,23456
51093,46,23456
51095,14707,49639
51095,8385,49639
51095,61,49639
51097,887,4115
51097,1560,4115
51097,3,4115
51099,5182,14227
51099,3251,14227
51099,13,14227
51101,2735,10737
51101,4549,10737
51101,36,10737
51103,1687,7152
51103,2010,7152
51103,0,7152
51105,2214,9947
51105,6146,9947
51105,5,9947
51107,44292,224976
51107,37545,224976
51107,251,224976
51109,5313,21916
51109,7950,21916
51109,31,21916
51111,1354,6002
51111,2181,6002
51111,2,6002
51113,1856,8133
51113,3441,8133
51113,3,8133
51115,2619,5829
51115,1277,5829
51115,5,5829
51117,4111,16207
51117,5133,16207
51117,22,16207
51119,1664,6785
51119,2520,6785
51119,12,6785
51121,9479,45037
51121,11109,45037
51121,41,45037
51125,1525,9318
51125,3279,9318
51125,8,9318
51127,2989,14471
51127,6611,14471
51127,31,14471
51131,1623,6732
51131,1325,6732
51131,7,6732
51133,2269,7815
51133,2208,7815
51133,8,7815
51135,1968,7078
51135,2059,7078
51135,0,7078
51137,4252,20754
51137,8149,20754
51137,25,20754
51139,2895,12514
51139,6421,12514
51139,29,12514
51141,2439,9535
51141,5038,9535
51141,8,9535
51143,11590,34227
51143,12104,34227
51143,57,34227
